,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,lat,lon
104,572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",85,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,red berry,bitter,,-13.18321,-36.2831
105,1065,AMMA,Brazil,2013,Brazil,Catongo,75,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grainy,sweet,poor aftertaste,,-13.18321,-36.2831
106,1259,Anahata,U.S.A,2014,Dominican republic,Elvesia,75,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,mild fruit,burnt,,27.28356,-83.04028
107,1852,Animas,U.S.A,2016,Bolivia,Alto Beni,75,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,light roast,caramel,cocoa,,27.28356,-83.04028
108,1375,Ara,France,2014,Madagascar,Madagascar,75,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,fruity,short,,52.43392,3.07217
109,1379,Ara,France,2014,Venezuela,Trincheras,75,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,mild spice,mild earthy,,52.43392,3.07217
110,1379,Ara,France,2014,Ecuador,Equateur,75,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter,floral,leather,,52.43392,3.07217
111,1379,Ara,France,2014,Mexico,Chiapas,72,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,sour milk,leather,,52.43392,3.07217
112,1598,Arete,U.S.A,2015,Nicaragua,Chuno,70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sticky,peanut butter,,35.2256,-85.04028
113,1534,Arete,U.S.A,2015,Ecuador,"Puerto Quito, heirloom",70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,cocoa,,,35.2256,-85.04028
114,1598,Arete,U.S.A,2015,Belize,Maya Mountain,70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,strawberry,metallic,,35.2256,-85.04028
115,1534,Arete,U.S.A,2015,Brazil,Fazenda Camboa,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,rich,rum,roasty,35.2256,-85.04028
116,1534,Arete,U.S.A,2015,Peru,Nacional,68,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,nutty,rich cocoa,,35.2256,-85.04028
117,1598,Arete,U.S.A,2015,Dominican republic,Oko Caribe,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,brownie,nutty,,35.2256,-85.04028
118,1602,Arete,U.S.A,2015,Ecuador,Camino Verde,75,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,floral,bourbon,,35.2256,-85.04028
119,1602,Arete,U.S.A,2015,Guatemala,Guatemala,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strawberry,butterscotch,off,,35.2256,-85.04028
120,1602,Arete,U.S.A,2015,Brazil,Fazenda Camboa,75,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,chemical off,,,35.2256,-85.04028
121,1908,Arete,U.S.A,2016,Costa rica,"Coto Brus, Terciopelo",70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,balanced,cherry,choco,,35.2256,-85.04028
122,1924,Arete,U.S.A,2016,Peru,Phantom,70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,complex,balanced,,35.2256,-85.04028
123,1724,Arete,U.S.A,2016,Tanzania,Kokoa Kamili,70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,appealing smoke,woody,,,35.2256,-85.04028
124,1904,Arete,U.S.A,2016,Nicaragua,Rugoso,70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muddy,rich cocoa,raspberry,,35.2256,-85.04028
125,1928,Arete,U.S.A,2016,Dominican republic,Elvesia,70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark berry,chocolatey,,,35.2256,-85.04028
126,1724,Arete,U.S.A,2016,Trinidad,San Juan,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,delicate,simple,,,35.2256,-85.04028
127,1900,Arete,U.S.A,2016,Vietnam,Tien Giang,73,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cashew,roasty,chunky melt,,35.2256,-85.04028
128,1904,Arete,U.S.A,2016,Guatemala,Lachua,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,subtle,mysterious,,,35.2256,-85.04028
129,1908,Arete,U.S.A,2016,Honduras,"La Masica, FHIA",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,green,,,35.2256,-85.04028
130,1904,Arete,U.S.A,2016,Ecuador,Hacienda Victoria,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,floral,roasty,,35.2256,-85.04028
131,1904,Arete,U.S.A,2016,Ecuador,Costa Esmeraldas,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,mild floral,,,35.2256,-85.04028
132,1928,Arete,U.S.A,2016,Fiji,Matasawalevu,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoke,hammy,cocoa base,,35.2256,-85.04028
133,1928,Arete,U.S.A,2016,Vietnam,Lam Dong,73,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,nutty,cardboard,,35.2256,-85.04028
134,2024,Arete,U.S.A,2017,Bolivia,Beniano,70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,bright fruit,,,35.2256,-85.04028
135,2028,Arete,U.S.A,2017,Haiti,Pisa,70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,long lasting,cocoa,,,35.2256,-85.04028
136,2020,Arete,U.S.A,2017,India,Anamalai,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,slight roasty,basic cocoa,,,35.2256,-85.04028
137,2020,Arete,U.S.A,2017,Madagascar,Sambirano Valley,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour fruit,,,,35.2256,-85.04028
138,2020,Arete,U.S.A,2017,Vietnam,Ben Tre,73,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,mild roasty,,,35.2256,-85.04028
139,2028,Arete,U.S.A,2017,Peru,Ucayali,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,fig,anise,,35.2256,-85.04028
140,2254,Arete,U.S.A,2018,Colombia,Tumaco,70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,nutty,cocoa,,35.2256,-85.04028
141,2068,Arete,U.S.A,2018,Trinidad,Ramnath E.,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nuts,dried fruit,short,,35.2256,-85.04028
142,2330,Arete,U.S.A,2019,India,Jangareddygudem,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,herbs,mushroom,acidic,,35.2256,-85.04028
143,2450,Arete,U.S.A,2019,India,Idukki,70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,burn butterscotch,rubbery,,,35.2256,-85.04028
144,2162,Argencove,Nicaragua,2018,Nicaragua,Mombacho,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,vegetal,,,12.12,-86.04028
145,2162,Argencove,Nicaragua,2018,Nicaragua,Cocibolca,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,rich cocoa,,,12.12,-86.04028
146,2162,Argencove,Nicaragua,2018,Nicaragua,Masaya,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,melon,late hammy,,,12.12,-86.04028
147,2166,Argencove,Nicaragua,2018,Nicaragua,Apoyo,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,earthy,hammy,,12.12,-86.04028
148,300,Artisan du Chocolat,U.k.,2008,Congo,Congo,72,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,minty,vegetal,,53.14342,6.04328
149,363,Artisan du Chocolat,U.k.,2009,Dominican republic,Dominican Republic,72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spice,cocoa,short,,53.14342,6.04328
150,363,Artisan du Chocolat,U.k.,2009,Madagascar,Madagascar,80,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sl. bitter,cherry,rich,,53.14342,6.04328
151,363,Artisan du Chocolat,U.k.,2009,Peru,Peru,75,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicey,mild metallic,,,53.14342,6.04328
152,355,Artisan du Chocolat,U.k.,2009,Indonesia,Java,72,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,very smokey,sour,,53.14342,6.04328
153,355,Artisan du Chocolat,U.k.,2009,Venezuela,"Ocumare, Venezuela",75,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,nutty,burnt,sour,53.14342,6.04328
154,363,Artisan du Chocolat,U.k.,2009,Brazil,Brazil Rio Doce,72,1.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,dominate off note,,,53.14342,6.04328
155,531,Artisan du Chocolat,U.k.,2010,Jamaica,Jamaica,72,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grassy,black licorice,mint,,53.14342,6.04328
156,600,Artisan du Chocolat,U.k.,2010,Indonesia,Bali,72,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,black pepper and banana,,,,53.14342,6.04328
157,600,Artisan du Chocolat,U.k.,2010,Costa rica,Costa Rica,72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,grassy,nutty,,53.14342,6.04328
158,600,Artisan du Chocolat,U.k.,2010,Vietnam,Ba Ria Vung Tau Province,72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,unrefined,distinct spicey,,,53.14342,6.04328
159,729,Artisan du Chocolat,U.k.,2011,Haiti,Haiti,72,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nuts,butterscotch,brownie,,53.14342,6.04328
160,745,Artisan du Chocolat,U.k.,2011,Panama,Panama,72,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,blackpepper,chemical,rubber,,53.14342,6.04328
161,947,Artisan du Chocolat,U.k.,2012,Colombia,"Colombia, Casa Luker",72,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,marshmallow,roasty,nutty,,53.14342,6.04328
162,1193,Artisan du Chocolat,U.k.,2013,Trinidad,"Trinidad, Heritage, Limited ed.",72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,nutty,,,53.14342,6.04328
163,1181,Artisan du Chocolat (Casa Luker),U.k.,2013,Colombia,"Orinoqua Region, Arauca",72,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,marshmallow,off,,53.14342,6.04328
164,175,Askinosie,U.S.A,2007,Ecuador,San Jose del Tambo,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,astringent,cocoa,,34.25314,-89.2428
165,141,Askinosie,U.S.A,2007,Mexico,Xoconusco,75,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,leather,black licorice,off,,34.25314,-89.2428
166,331,Askinosie,U.S.A,2009,Philippines,Davao,77,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strawberries,mild tart,roasty,,34.25314,-89.2428
167,647,Askinosie,U.S.A,2011,Tanzania,"Tenende, Uwate",72,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,woody,cocoa,,34.25314,-89.2428
168,661,Askinosie,U.S.A,2011,Honduras,Cortes,70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grapes,woody,roasty,,34.25314,-89.2428
169,1780,Askinosie,U.S.A,2016,Tanzania,Mababa,68,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,rich,blueberry,,34.25314,-89.2428
170,2434,Atypic,Australia,2019,Solomon islands,Solomon Islands,70,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,off aroma,vegetal,honey,sandy,-23.3514,137.2428
171,2056,Auro,Philippines,2018,Philippines,"Saloy E., 2016",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,long,bright fruit,sweet,sour,18.7014,119.24218
172,2056,Auro,Philippines,2018,Philippines,"Paquibao E., 2016",70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,waxy,dried fruit,,,18.7014,119.24218
173,2056,Auro,Philippines,2018,Philippines,South Cotabato,70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,roasty,nutty,,18.7014,119.24218
174,2056,Auro,Philippines,2018,Philippines,Davao,77,2.75,4,have_bean,have_not_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,vanilla,,,18.7014,119.24218
175,995,Bahen & Co.,Australia,2012,Madagascar,Sambirano,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,unrefined,flat,grassy,,-25.25164,152.3428
176,999,Bahen & Co.,Australia,2012,Brazil,Bahia,70,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,intense,chemical,,-25.25164,152.3428
177,999,Bahen & Co.,Australia,2012,Blend,Houseblend,70,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,fragrant,then off,,-25.25164,152.3428
178,1474,Bahen & Co.,Australia,2015,Papua new guinea,Papua New Guinea,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoke,ham,papaya,,-25.25164,152.3428
179,1474,Bahen & Co.,Australia,2015,Blend,Houseblend,80,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coarse,smokey,metallic,,-25.25164,152.3428
180,2146,Baiani,Brazil,2018,Brazil,"Bahia, Vale Potumujo",70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bland,sugary,large grits,,3.35164,-67.14278
181,1454,Bakau,Peru,2015,Peru,"Huallabamba, 2015",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,black pepper,cardamom,,,-33.34264,-79.14278
182,1454,Bakau,Peru,2015,Peru,"Bambamarca, 2015",70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,caramel,pungent,,43.1424,-109.4218
183,2294,Bankston,U.S.A,2019,Tanzania,Kokoa Kamili,72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,base cocoa,mild fruit,roasty,,43.1424,-109.4218
184,2294,Bankston,U.S.A,2019,Uganda,Uganda,82,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter,fatty,mild fruit,,43.1424,-109.4218
185,2290,Bankston,U.S.A,2019,Belize,Belize,72,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,fatty,sour,off,41.342415,-95.1718
186,983,Bar Au Chocolat,U.S.A,2012,Madagascar,Sambirano,70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,raspberry,mild sour,,,41.342415,-95.1718
187,983,Bar Au Chocolat,U.S.A,2012,Mexico,Chiapas,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,toffee,coffee grounds,,41.342415,-95.1718
188,983,Bar Au Chocolat,U.S.A,2012,Dominican republic,Duarte Province,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,black pepper,coffee,,41.342415,-95.1718
189,1295,Bar Au Chocolat,U.S.A,2014,Peru,Maranon Canyon,70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,rounded,orange,,41.342415,-95.1718
190,1554,Bar Au Chocolat,U.S.A,2015,Brazil,Bahia,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,smokey,dried fruit,,41.342415,-95.1718
191,1980,Bar Au Chocolat,U.S.A,2017,Costa rica,"Turrialba, Cartago P.",72,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,slightly dry,cocoa,berry,,41.342415,-95.1718
192,1980,Bar Au Chocolat,U.S.A,2017,Trinidad,Montserrat Hills,80,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,tangy,alcohol,,41.342415,-95.1718
193,955,Baravelli's,Wales,2012,Costa rica,single estate,80,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,floral,vanilla,,54.132415,5.1718
194,1868,Batch,U.S.A,2016,Brazil,Brazil,70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strawberry,candy flavor,,,27.132415,-115.11169
195,1840,Batch,U.S.A,2016,Dominican republic,"Dominican Republic, Batch 3",65,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sweet,fudgey,,27.132415,-115.11169
196,1880,Batch,U.S.A,2016,Ecuador,Ecuador,65,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,floral,sweet,,27.132415,-115.11169
197,2374,Bean,U.k.,2019,Peru,Peru,70,2.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong vanilla,off notes,,,51.132415,-1.11169
198,1948,Beau Cacao,U.k.,2017,Malaysia,"Serian E., NW Borneo, b. #134/3800",72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,woody,tobacco,,51.132415,-1.11169
199,1948,Beau Cacao,U.k.,2017,Malaysia,"Asajaya E, NW Borneo, b. #132/4500",73,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,caramel,spice,earthy,,51.132415,-1.11169
